2596,Bimbo Whole Wheat Bread,Bimbo,3,52.97,261,2024-10-07,1.067,6.427,8B-A5DEA2004DAE,Description for product 2596,Contains Allergen6,true,true,2024-10-05 14:54:07.767,2024-10-05 14:54:07.767
2597,Bimbo Whole Wheat Bread,Bimbo,3,91.60,263,2025-06-29,4.304,2.424,66-489A7039A8BA,Description for product 2597,Contains Allergen7,true,true,2024-10-05 14:54:07.767,2024-10-05 14:54:07.767
2598,Dove Shampoo,Dove,10,41.64,952,2025-04-07,2.662,1.561,40-594F3899ED79,Description for product 2598,Contains Allergen8,true,true,2024-10-05 14:54:07.770,2024-10-05 14:54:07.770
2599,Ariel Detergent,Ariel,9,91.24,330,2025-03-03,4.453,10.042,F6-AA70711F63F9,Description for product 2599,Contains Allergen9,true,true,2024-10-05 14:54:07.770,2024-10-05 14:54:07.770
2600,Lays Potato Chips,Lays,7,41.20,280,2024-10-17,4.105,9.283,FF-7668D6841655,Description for product 2600,Contains Allergen0,true,true,2024-10-05 14:54:07.770,2024-10-05 14:54:07.770
2601,Dove Shampoo,Dove,10,73.71,921,2024-12-26,1.317,2.390,84-6816A573B4D3,Description for product 2601,Contains Allergen1,true,true,2024-10-05 14:54:07.773,2024-10-05 14:54:07.773
2602,Bimbo Whole Wheat Bread,Bimbo,3,64.10,329,2025-04-27,4.037,9.367,13-C26F73CB7110,Description for product 2602,Contains Allergen2,true,true,2024-10-05 14:54:07.777,2024-10-05 14:54:07.777
2603,Gala Apples,Gala,5,82.22,808,2025-06-25,3.778,4.598,85-C198A64AC3EA,Description for product 2603,Contains Allergen3,true,true,2024-10-05 14:54:07.777,2024-10-05 14:54:07.777
2604,Dove Shampoo,Dove,10,20.27,645,2025-05-27,2.982,0.859,27-CD87B191512E,Description for product 2604,Contains Allergen4,true,true,2024-10-05 14:54:07.780,2024-10-05 14:54:07.780
2605,Ariel Detergent,Ariel,9,12.07,377,2025-05-07,2.924,5.399,CE-092337B87A7B,Description for product 2605,Contains Allergen5,true,true,2024-10-05 14:54:07.780,2024-10-05 14:54:07.780
2606,Lays Potato Chips,Lays,7,62.28,913,2025-04-25,5.023,6.040,AB-BD846544D45E,Description for product 2606,Contains Allergen6,true,true,2024-10-05 14:54:07.783,2024-10-05 14:54:07.783
2607,Lays Potato Chips,Lays,7,8.10,290,2025-08-09,1.350,0.981,CF-3031304F8370,Description for product 2607,Contains Allergen7,true,true,2024-10-05 14:54:07.783,2024-10-05 14:54:07.783
2608,Angus Beef Steak,Angus,4,31.72,377,2025-01-20,1.346,0.132,1B-18B181835664,Description for product 2608,Contains Allergen8,true,true,2024-10-05 14:54:07.787,2024-10-05 14:54:07.787
2609,Angus Beef Steak,Angus,4,6.45,791,2024-12-17,2.797,1.524,BF-937405440B7C,Description for product 2609,Contains Allergen9,true,true,2024-10-05 14:54:07.787,2024-10-05 14:54:07.787
2610,Nestlé Whole Milk,Nestlé,2,43.70,294,2025-03-10,3.755,8.643,49-E1CB57D16F38,Description for product 2610,Contains Allergen0,true,true,2024-10-05 14:54:07.790,2024-10-05 14:54:07.790
2611,Gala Apples,Gala,5,33.08,695,2025-09-07,2.847,6.697,82-2B7F9CD544C7,Description for product 2611,Contains Allergen1,true,true,2024-10-05 14:54:07.790,2024-10-05 14:54:07.790
2612,Dove Shampoo,Dove,10,41.72,435,2025-04-05,0.595,7.635,06-C40297276A1A,Description for product 2612,Contains Allergen2,true,true,2024-10-05 14:54:07.790,2024-10-05 14:54:07.790
2613,Nestlé Whole Milk,Nestlé,2,75.40,612,2024-11-26,2.490,2.509,3B-FFA3CFBC6AA8,Description for product 2613,Contains Allergen3,true,true,2024-10-05 14:54:07.793,2024-10-05 14:54:07.793
2614,Nestlé Whole Milk,Nestlé,2,100.02,570,2025-04-27,0.305,9.301,2B-64493CFBA46B,Description for product 2614,Contains Allergen4,true,true,2024-10-05 14:54:07.793,2024-10-05 14:54:07.793
2615,Angus Beef Steak,Angus,4,9.59,282,2025-01-11,1.006,9.542,C5-F3C234E15E0E,Description for product 2615,Contains Allergen5,true,true,2024-10-05 14:54:07.797,2024-10-05 14:54:07.797
2616,Coca-Cola Zero,Coca-Cola,1,60.86,353,2025-01-05,2.652,9.136,B2-71D53AE52BC4,Description for product 2616,Contains Allergen6,true,true,2024-10-05 14:54:07.797,2024-10-05 14:54:07.797
2617,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,50.33,491,2024-10-13,4.675,3.721,76-D88BF8C3A540,Description for product 2617,Contains Allergen7,true,true,2024-10-05 14:54:07.800,2024-10-05 14:54:07.800
2618,Nestlé Whole Milk,Nestlé,2,63.31,252,2024-11-01,1.802,0.976,BF-C85ACD72AD87,Description for product 2618,Contains Allergen8,true,true,2024-10-05 14:54:07.800,2024-10-05 14:54:07.800
2619,Pampers Diapers,Pampers,8,66.34,928,2025-06-05,1.488,3.735,50-FDC8E6B62AC7,Description for product 2619,Contains Allergen9,true,true,2024-10-05 14:54:07.800,2024-10-05 14:54:07.800
2620,Pampers Diapers,Pampers,8,57.05,447,2024-10-31,3.812,1.691,B8-DE0BA6158B4C,Description for product 2620,Contains Allergen0,true,true,2024-10-05 14:54:07.803,2024-10-05 14:54:07.803
2621,Dove Shampoo,Dove,10,40.52,958,2025-07-27,0.476,7.304,65-535BEC13C4B3,Description for product 2621,Contains Allergen1,true,true,2024-10-05 14:54:07.803,2024-10-05 14:54:07.803
2622,Lays Potato Chips,Lays,7,73.08,576,2024-10-23,1.248,3.152,B3-DB968AFD34E8,Description for product 2622,Contains Allergen2,true,true,2024-10-05 14:54:07.803,2024-10-05 14:54:07.803
2623,Pampers Diapers,Pampers,8,22.35,372,2024-11-14,4.935,3.848,15-28A2E072F124,Description for product 2623,Contains Allergen3,true,true,2024-10-05 14:54:07.807,2024-10-05 14:54:07.807
2624,Lays Potato Chips,Lays,7,58.74,393,2024-11-05,1.403,6.799,37-046EC9A8B28A,Description for product 2624,Contains Allergen4,true,true,2024-10-05 14:54:07.807,2024-10-05 14:54:07.807
2625,Lays Potato Chips,Lays,7,81.37,975,2025-07-30,4.866,5.296,BD-AC426119B0B9,Description for product 2625,Contains Allergen5,true,true,2024-10-05 14:54:07.807,2024-10-05 14:54:07.807
2626,Lays Potato Chips,Lays,7,52.76,732,2024-11-03,2.476,5.332,5E-62FBA7792841,Description for product 2626,Contains Allergen6,true,true,2024-10-05 14:54:07.810,2024-10-05 14:54:07.810
2627,Angus Beef Steak,Angus,4,4.61,663,2025-07-23,2.547,5.658,55-9522B2FD1426,Description for product 2627,Contains Allergen7,true,true,2024-10-05 14:54:07.810,2024-10-05 14:54:07.810
2628,Pampers Diapers,Pampers,8,62.89,790,2024-12-11,0.365,8.246,1C-DBA036270EC4,Description for product 2628,Contains Allergen8,true,true,2024-10-05 14:54:07.810,2024-10-05 14:54:07.810
2629,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,72.88,431,2025-03-04,4.522,0.734,C7-8134B8FC9F89,Description for product 2629,Contains Allergen9,true,true,2024-10-05 14:54:07.810,2024-10-05 14:54:07.810
2630,Dove Shampoo,Dove,10,72.44,844,2024-11-15,0.451,1.489,A8-BA8BCC6AB8F6,Description for product 2630,Contains Allergen0,true,true,2024-10-05 14:54:07.813,2024-10-05 14:54:07.813
2631,Bimbo Whole Wheat Bread,Bimbo,3,89.97,494,2024-11-24,0.783,2.428,E9-69F8D71B84D8,Description for product 2631,Contains Allergen1,true,true,2024-10-05 14:54:07.813,2024-10-05 14:54:07.813
2632,Angus Beef Steak,Angus,4,29.15,328,2024-12-14,4.789,6.108,C4-316D5229278D,Description for product 2632,Contains Allergen2,true,true,2024-10-05 14:54:07.813,2024-10-05 14:54:07.813
2633,Gala Apples,Gala,5,6.88,632,2024-11-27,1.658,3.716,01-044127528B6F,Description for product 2633,Contains Allergen3,true,true,2024-10-05 14:54:07.817,2024-10-05 14:54:07.817
2634,Lays Potato Chips,Lays,7,2.98,149,2025-04-09,2.188,9.763,00-66D3B0192C8D,Description for product 2634,Contains Allergen4,true,true,2024-10-05 14:54:07.817,2024-10-05 14:54:07.817
2635,Angus Beef Steak,Angus,4,89.99,239,2025-01-26,4.060,2.089,73-E606DAB5B711,Description for product 2635,Contains Allergen5,true,true,2024-10-05 14:54:07.817,2024-10-05 14:54:07.817
2636,Ariel Detergent,Ariel,9,43.85,873,2024-12-12,4.776,2.441,0C-19DDE0C6F846,Description for product 2636,Contains Allergen6,true,true,2024-10-05 14:54:07.817,2024-10-05 14:54:07.817
2637,Dove Shampoo,Dove,10,38.92,280,2025-02-11,3.601,1.593,E1-C8EF19AB0911,Description for product 2637,Contains Allergen7,true,true,2024-10-05 14:54:07.820,2024-10-05 14:54:07.820
2638,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,36.53,645,2024-12-24,4.523,3.502,85-C4D57891636D,Description for product 2638,Contains Allergen8,true,true,2024-10-05 14:54:07.820,2024-10-05 14:54:07.820
2639,Ariel Detergent,Ariel,9,97.74,469,2025-01-07,0.897,5.348,A4-1869470C76D1,Description for product 2639,Contains Allergen9,true,true,2024-10-05 14:54:07.820,2024-10-05 14:54:07.820
2640,Nestlé Whole Milk,Nestlé,2,12.66,264,2024-11-21,4.879,9.873,4C-6D0971ED5E6A,Description for product 2640,Contains Allergen0,true,true,2024-10-05 14:54:07.820,2024-10-05 14:54:07.820
2641,Nestlé Whole Milk,Nestlé,2,28.78,40,2025-07-11,0.639,5.207,B2-4F03A6A49CE4,Description for product 2641,Contains Allergen1,true,true,2024-10-05 14:54:07.823,2024-10-05 14:54:07.823
2642,Lays Potato Chips,Lays,7,26.41,828,2024-11-12,0.320,1.707,DA-A07981CE54DB,Description for product 2642,Contains Allergen2,true,true,2024-10-05 14:54:07.823,2024-10-05 14:54:07.823
2643,Dove Shampoo,Dove,10,11.19,766,2025-07-31,0.169,0.921,97-F837B8200B28,Description for product 2643,Contains Allergen3,true,true,2024-10-05 14:54:07.823,2024-10-05 14:54:07.823
2644,Angus Beef Steak,Angus,4,79.29,817,2024-12-27,3.740,5.121,72-1A8A6EA7C5CA,Description for product 2644,Contains Allergen4,true,true,2024-10-05 14:54:07.827,2024-10-05 14:54:07.827
2645,Dove Shampoo,Dove,10,52.28,979,2024-11-30,1.559,6.437,2F-93AF506EEABF,Description for product 2645,Contains Allergen5,true,true,2024-10-05 14:54:07.827,2024-10-05 14:54:07.827
2646,Gala Apples,Gala,5,28.21,139,2025-03-10,1.168,9.734,89-C0626692B13F,Description for product 2646,Contains Allergen6,true,true,2024-10-05 14:54:07.827,2024-10-05 14:54:07.827
2647,Ariel Detergent,Ariel,9,30.28,487,2025-06-07,1.665,6.533,EA-0E79BBECE8ED,Description for product 2647,Contains Allergen7,true,true,2024-10-05 14:54:07.827,2024-10-05 14:54:07.827
2648,Pampers Diapers,Pampers,8,38.36,281,2025-07-02,2.300,8.274,A7-0F8E7681EE00,Description for product 2648,Contains Allergen8,true,true,2024-10-05 14:54:07.830,2024-10-05 14:54:07.830
2649,Lays Potato Chips,Lays,7,18.19,94,2025-08-15,4.623,9.139,80-33011D885AB2,Description for product 2649,Contains Allergen9,true,true,2024-10-05 14:54:07.830,2024-10-05 14:54:07.830
2650,Coca-Cola Zero,Coca-Cola,1,23.57,747,2025-01-11,1.272,3.547,BA-3A1CB6F37C3D,Description for product 2650,Contains Allergen0,true,true,2024-10-05 14:54:07.830,2024-10-05 14:54:07.830
2651,Coca-Cola Zero,Coca-Cola,1,18.88,169,2025-09-04,0.794,8.459,55-7EC471CB70E8,Description for product 2651,Contains Allergen1,true,true,2024-10-05 14:54:07.830,2024-10-05 14:54:07.830
2652,Gala Apples,Gala,5,90.31,248,2025-06-11,4.568,9.228,82-772955E0455E,Description for product 2652,Contains Allergen2,true,true,2024-10-05 14:54:07.833,2024-10-05 14:54:07.833
2653,Angus Beef Steak,Angus,4,71.52,968,2024-10-11,5.002,1.836,16-96183E90280F,Description for product 2653,Contains Allergen3,true,true,2024-10-05 14:54:07.833,2024-10-05 14:54:07.833
2654,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,35.08,660,2025-05-17,1.187,2.698,89-05F3ED514C2B,Description for product 2654,Contains Allergen4,true,true,2024-10-05 14:54:07.833,2024-10-05 14:54:07.833
2655,Coca-Cola Zero,Coca-Cola,1,39.07,223,2025-02-26,5.026,4.148,A0-7AEAB0FC8E1C,Description for product 2655,Contains Allergen5,true,true,2024-10-05 14:54:07.837,2024-10-05 14:54:07.837
2656,Lays Potato Chips,Lays,7,29.17,322,2025-07-17,1.594,6.390,8A-A42DEAAFB734,Description for product 2656,Contains Allergen6,true,true,2024-10-05 14:54:07.837,2024-10-05 14:54:07.837
2657,Gala Apples,Gala,5,56.85,785,2024-12-05,4.796,2.782,FF-5FA3C8B16668,Description for product 2657,Contains Allergen7,true,true,2024-10-05 14:54:07.837,2024-10-05 14:54:07.837
2658,Angus Beef Steak,Angus,4,33.25,739,2024-10-23,4.361,3.141,88-45142B7CD6CD,Description for product 2658,Contains Allergen8,true,true,2024-10-05 14:54:07.840,2024-10-05 14:54:07.840
2659,Frozen Empanadas,Frozen,6,82.96,30,2025-01-27,2.258,5.528,E5-533C6B91B4AE,Description for product 2659,Contains Allergen9,true,true,2024-10-05 14:54:07.840,2024-10-05 14:54:07.840
2660,Ariel Detergent,Ariel,9,48.70,339,2024-12-28,4.069,6.325,CF-28A024B1CD87,Description for product 2660,Contains Allergen0,true,true,2024-10-05 14:54:07.840,2024-10-05 14:54:07.840
2661,Gala Apples,Gala,5,13.91,856,2025-04-24,1.339,1.030,35-5B3058138A5E,Description for product 2661,Contains Allergen1,true,true,2024-10-05 14:54:07.840,2024-10-05 14:54:07.840
2662,Bimbo Whole Wheat Bread,Bimbo,3,41.22,768,2025-01-26,5.051,0.803,0F-7555C16CE062,Description for product 2662,Contains Allergen2,true,true,2024-10-05 14:54:07.843,2024-10-05 14:54:07.843
2663,Ariel Detergent,Ariel,9,4.85,761,2025-01-30,4.086,3.546,FF-4A54D8EC389C,Description for product 2663,Contains Allergen3,true,true,2024-10-05 14:54:07.843,2024-10-05 14:54:07.843
2664,Bimbo Whole Wheat Bread,Bimbo,3,28.45,370,2025-07-27,4.432,7.711,F2-83B4F0A55D24,Description for product 2664,Contains Allergen4,true,true,2024-10-05 14:54:07.843,2024-10-05 14:54:07.843
2665,Pampers Diapers,Pampers,8,98.98,631,2025-09-02,4.867,3.985,2B-8C20B3C15CAF,Description for product 2665,Contains Allergen5,true,true,2024-10-05 14:54:07.847,2024-10-05 14:54:07.847
2666,Dove Shampoo,Dove,10,75.29,638,2025-07-10,0.792,0.151,E4-B3884BABA881,Description for product 2666,Contains Allergen6,true,true,2024-10-05 14:54:07.847,2024-10-05 14:54:07.847
2667,Dove Shampoo,Dove,10,14.31,633,2025-09-06,1.731,3.980,6B-9A62DF559BD8,Description for product 2667,Contains Allergen7,true,true,2024-10-05 14:54:07.847,2024-10-05 14:54:07.847
2668,Angus Beef Steak,Angus,4,13.28,65,2024-11-19,4.172,0.913,D0-91E32A668DC3,Description for product 2668,Contains Allergen8,true,true,2024-10-05 14:54:07.850,2024-10-05 14:54:07.850
2669,Dove Shampoo,Dove,10,1.40,74,2024-10-31,1.681,3.215,C3-8203B56B647E,Description for product 2669,Contains Allergen9,true,true,2024-10-05 14:54:07.850,2024-10-05 14:54:07.850
2670,Nestlé Whole Milk,Nestlé,2,84.67,648,2025-02-10,4.620,5.716,1C-8281AD520567,Description for product 2670,Contains Allergen0,true,true,2024-10-05 14:54:07.850,2024-10-05 14:54:07.850
2671,Dawn Dish Soap,Dawn,9,85.62,688,2025-08-20,0.865,8.893,39-2BB16BECF509,Description for product 2671,Contains Allergen1,true,true,2024-10-05 14:54:07.850,2024-10-05 14:54:07.850
2672,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,67.84,697,2025-09-28,4.943,2.452,F9-2563403CB319,Description for product 2672,Contains Allergen2,true,true,2024-10-05 14:54:07.850,2024-10-05 14:54:07.850
2673,Dove Shampoo,Dove,10,13.28,389,2025-08-26,1.853,5.716,12-2E13C5BAB4DF,Description for product 2673,Contains Allergen3,true,true,2024-10-05 14:54:07.853,2024-10-05 14:54:07.853
2674,Angus Beef Steak,Angus,4,23.30,412,2025-04-28,0.932,6.337,05-D806FAA7FC33,Description for product 2674,Contains Allergen4,true,true,2024-10-05 14:54:07.853,2024-10-05 14:54:07.853
2675,Gala Apples,Gala,5,56.62,894,2025-02-01,0.602,2.167,FD-501F9C774DEB,Description for product 2675,Contains Allergen5,true,true,2024-10-05 14:54:07.853,2024-10-05 14:54:07.853
2676,Bimbo Whole Wheat Bread,Bimbo,3,82.50,304,2025-06-25,0.866,7.125,00-49358BC14ABE,Description for product 2676,Contains Allergen6,true,true,2024-10-05 14:54:07.857,2024-10-05 14:54:07.857
2677,Dove Shampoo,Dove,10,1.22,841,2025-02-06,1.778,9.534,6D-5084E3B2C830,Description for product 2677,Contains Allergen7,true,true,2024-10-05 14:54:07.857,2024-10-05 14:54:07.857
2678,Lays Potato Chips,Lays,7,42.89,631,2025-07-17,3.559,6.696,D7-A02EDEDED651,Description for product 2678,Contains Allergen8,true,true,2024-10-05 14:54:07.857,2024-10-05 14:54:07.857
2679,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,36.02,372,2025-06-08,3.034,9.273,47-14584CCFFF83,Description for product 2679,Contains Allergen9,true,true,2024-10-05 14:54:07.857,2024-10-05 14:54:07.857
2680,Listerine Mouthwash,Listerine,10,73.59,178,2025-02-10,2.880,4.417,FA-55AB7AEB5AB4,Description for product 2680,Contains Allergen0,true,true,2024-10-05 14:54:07.860,2024-10-05 14:54:07.860
2681,Nestlé Whole Milk,Nestlé,2,81.81,171,2025-05-09,3.750,6.194,EA-065A16556778,Description for product 2681,Contains Allergen1,true,true,2024-10-05 14:54:07.860,2024-10-05 14:54:07.860
2682,Coca-Cola Zero,Coca-Cola,1,82.87,247,2025-07-24,0.240,4.533,68-0C8D9544E7CF,Description for product 2682,Contains Allergen2,true,true,2024-10-05 14:54:07.860,2024-10-05 14:54:07.860
2683,Angus Beef Steak,Angus,4,77.30,794,2024-12-23,4.560,8.916,59-52F7EF688DF3,Description for product 2683,Contains Allergen3,true,true,2024-10-05 14:54:07.863,2024-10-05 14:54:07.863
2684,Pampers Diapers,Pampers,8,92.39,576,2024-10-26,4.116,6.951,87-2C4DBA7E9204,Description for product 2684,Contains Allergen4,true,true,2024-10-05 14:54:07.863,2024-10-05 14:54:07.863
2685,Gala Apples,Gala,5,11.01,938,2025-10-02,3.093,4.828,6B-031EB0542716,Description for product 2685,Contains Allergen5,true,true,2024-10-05 14:54:07.863,2024-10-05 14:54:07.863
2686,Pampers Diapers,Pampers,8,76.68,858,2024-10-15,0.418,7.719,20-9C914CD76684,Description for product 2686,Contains Allergen6,true,true,2024-10-05 14:54:07.863,2024-10-05 14:54:07.863
2687,Bimbo Whole Wheat Bread,Bimbo,3,56.21,1,2025-01-29,1.689,1.766,52-E2030EDD6F9E,Description for product 2687,Contains Allergen7,true,true,2024-10-05 14:54:07.867,2024-10-05 14:54:07.867
2688,Ariel Detergent,Ariel,9,54.62,111,2025-09-26,2.455,6.309,A7-181AA32D746A,Description for product 2688,Contains Allergen8,true,true,2024-10-05 14:54:07.867,2024-10-05 14:54:07.867
2689,Coca-Cola Zero,Coca-Cola,1,52.86,213,2024-11-27,3.319,3.723,C6-94F4EAF7BFB0,Description for product 2689,Contains Allergen9,true,true,2024-10-05 14:54:07.867,2024-10-05 14:54:07.867
2690,Nestlé Whole Milk,Nestlé,2,52.20,903,2024-12-25,3.747,4.277,46-C6BFA318ADEB,Description for product 2690,Contains Allergen0,true,true,2024-10-05 14:54:07.870,2024-10-05 14:54:07.870
2691,Angus Beef Steak,Angus,4,43.64,429,2025-04-30,5.031,5.358,9A-A93D087D2068,Description for product 2691,Contains Allergen1,true,true,2024-10-05 14:54:07.870,2024-10-05 14:54:07.870
2692,Pampers Diapers,Pampers,8,57.07,317,2025-10-04,2.771,5.184,A3-812781FE90C5,Description for product 2692,Contains Allergen2,true,true,2024-10-05 14:54:07.870,2024-10-05 14:54:07.870
2693,Lays Potato Chips,Lays,7,24.63,857,2025-07-12,4.139,3.280,3E-08521172C344,Description for product 2693,Contains Allergen3,true,true,2024-10-05 14:54:07.870,2024-10-05 14:54:07.870
2694,Pampers Diapers,Pampers,8,27.11,936,2025-01-15,0.302,3.633,36-3DA3690020B6,Description for product 2694,Contains Allergen4,true,true,2024-10-05 14:54:07.873,2024-10-05 14:54:07.873
2695,Bimbo Whole Wheat Bread,Bimbo,3,57.85,281,2025-01-17,2.028,2.924,7B-961BA2805E38,Description for product 2695,Contains Allergen5,true,true,2024-10-05 14:54:07.873,2024-10-05 14:54:07.873
2696,Pampers Diapers,Pampers,8,61.18,924,2024-11-12,2.884,9.463,BF-77E1FF8B3E99,Description for product 2696,Contains Allergen6,true,true,2024-10-05 14:54:07.873,2024-10-05 14:54:07.873
2697,Bimbo Whole Wheat Bread,Bimbo,3,41.30,422,2025-04-20,0.822,2.954,DA-CB3FA9BBCF87,Description for product 2697,Contains Allergen7,true,true,2024-10-05 14:54:07.877,2024-10-05 14:54:07.877
2698,Coca-Cola Zero,Coca-Cola,1,39.10,707,2025-03-08,3.631,4.866,C1-8B4CA7F3D1CB,Description for product 2698,Contains Allergen8,true,true,2024-10-05 14:54:07.877,2024-10-05 14:54:07.877
2699,Ariel Detergent,Ariel,9,90.06,787,2025-04-10,1.091,2.722,31-00F52F7C1616,Description for product 2699,Contains Allergen9,true,true,2024-10-05 14:54:07.877,2024-10-05 14:54:07.877
2700,Gala Apples,Gala,5,78.63,20,2025-05-27,2.973,3.088,E7-BE06AA4A4176,Description for product 2700,Contains Allergen0,true,true,2024-10-05 14:54:07.877,2024-10-05 14:54:07.877
2701,Dove Shampoo,Dove,10,9.87,928,2025-01-29,3.202,8.991,5D-2C57FBEC4DB6,Description for product 2701,Contains Allergen1,true,true,2024-10-05 14:54:07.880,2024-10-05 14:54:07.880
2702,Ariel Detergent,Ariel,9,62.37,725,2025-08-26,1.981,5.538,2E-BCCBEC1866F4,Description for product 2702,Contains Allergen2,true,true,2024-10-05 14:54:07.880,2024-10-05 14:54:07.880
2703,Dove Shampoo,Dove,10,63.33,947,2025-05-29,2.132,3.290,23-B6E5EBF6F7D6,Description for product 2703,Contains Allergen3,true,true,2024-10-05 14:54:07.880,2024-10-05 14:54:07.880
2704,Dove Shampoo,Dove,10,51.52,444,2025-07-29,4.623,3.711,A1-F61958A0281B,Description for product 2704,Contains Allergen4,true,true,2024-10-05 14:54:07.880,2024-10-05 14:54:07.880
2705,Angus Beef Steak,Angus,4,96.16,510,2025-09-02,3.531,5.306,4B-358B17099C61,Description for product 2705,Contains Allergen5,true,true,2024-10-05 14:54:07.883,2024-10-05 14:54:07.883
2706,Gala Apples,Gala,5,97.96,5,2024-10-05,2.068,1.721,8B-1B0E9CC8ADBF,Description for product 2706,Contains Allergen6,true,true,2024-10-05 14:54:07.883,2024-10-05 14:54:07.883
2707,Pampers Diapers,Pampers,8,64.37,605,2024-12-30,0.601,2.027,B8-C0CCCD3D19CB,Description for product 2707,Contains Allergen7,true,true,2024-10-05 14:54:07.883,2024-10-05 14:54:07.883
2708,Dove Shampoo,Dove,10,21.55,693,2024-10-29,1.186,4.152,0C-FB0D7471B782,Description for product 2708,Contains Allergen8,true,true,2024-10-05 14:54:07.883,2024-10-05 14:54:07.883
2709,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,29.33,906,2025-03-29,2.716,0.344,19-6ADE086B18A0,Description for product 2709,Contains Allergen9,true,true,2024-10-05 14:54:07.887,2024-10-05 14:54:07.887
2710,Gala Apples,Gala,5,42.24,106,2025-03-15,4.837,0.223,FA-4DA03D9E1BE7,Description for product 2710,Contains Allergen0,true,true,2024-10-05 14:54:07.887,2024-10-05 14:54:07.887
2711,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,94.37,137,2025-08-29,4.675,5.366,82-314FAF175D65,Description for product 2711,Contains Allergen1,true,true,2024-10-05 14:54:07.887,2024-10-05 14:54:07.887
2712,Coca-Cola Zero,Coca-Cola,1,70.04,189,2025-02-23,0.730,6.439,88-7AF37B42B138,Description for product 2712,Contains Allergen2,true,true,2024-10-05 14:54:07.890,2024-10-05 14:54:07.890
2713,Lays Potato Chips,Lays,7,31.09,449,2025-04-02,0.228,5.518,48-3CFAA96BF533,Description for product 2713,Contains Allergen3,true,true,2024-10-05 14:54:07.890,2024-10-05 14:54:07.890
2714,Pampers Diapers,Pampers,8,35.66,571,2025-03-21,1.214,3.871,04-E2B1549D5937,Description for product 2714,Contains Allergen4,true,true,2024-10-05 14:54:07.890,2024-10-05 14:54:07.890
2715,Bimbo Whole Wheat Bread,Bimbo,3,77.43,312,2024-10-27,0.292,9.657,29-6BF81BAAFEF5,Description for product 2715,Contains Allergen5,true,true,2024-10-05 14:54:07.893,2024-10-05 14:54:07.893
2716,Nestlé Whole Milk,Nestlé,2,3.86,867,2025-06-29,3.730,6.779,56-7080C106CCC2,Description for product 2716,Contains Allergen6,true,true,2024-10-05 14:54:07.893,2024-10-05 14:54:07.893
2717,Lays Potato Chips,Lays,7,48.24,934,2025-08-31,4.016,6.495,40-A2BF5CA3A29B,Description for product 2717,Contains Allergen7,true,true,2024-10-05 14:54:07.893,2024-10-05 14:54:07.893
2718,Pampers Diapers,Pampers,8,87.16,742,2024-10-07,3.272,6.938,68-34BEA1CD5C35,Description for product 2718,Contains Allergen8,true,true,2024-10-05 14:54:07.893,2024-10-05 14:54:07.893
2719,Gala Apples,Gala,5,15.09,764,2025-08-30,3.998,7.185,E1-B5427DD5C5D3,Description for product 2719,Contains Allergen9,true,true,2024-10-05 14:54:07.897,2024-10-05 14:54:07.897
2720,Coca-Cola Zero,Coca-Cola,1,78.08,521,2025-07-22,4.084,8.994,63-0B3E2EDA9012,Description for product 2720,Contains Allergen0,true,true,2024-10-05 14:54:07.897,2024-10-05 14:54:07.897
2721,Ariel Detergent,Ariel,9,74.41,477,2025-02-06,1.815,0.179,B3-1DB465C796AA,Description for product 2721,Contains Allergen1,true,true,2024-10-05 14:54:07.897,2024-10-05 14:54:07.897
2722,Dove Shampoo,Dove,10,61.96,202,2024-11-27,5.058,8.472,BE-B67701A05923,Description for product 2722,Contains Allergen2,true,true,2024-10-05 14:54:07.900,2024-10-05 14:54:07.900
2723,Gala Apples,Gala,5,28.28,452,2024-12-15,0.827,9.239,CF-29ABDEDF1413,Description for product 2723,Contains Allergen3,true,true,2024-10-05 14:54:07.900,2024-10-05 14:54:07.900
2724,Dove Shampoo,Dove,10,70.80,264,2024-12-30,2.032,2.134,D6-15164D7D9738,Description for product 2724,Contains Allergen4,true,true,2024-10-05 14:54:07.900,2024-10-05 14:54:07.900
2725,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,29.05,945,2025-05-21,2.983,8.583,AD-DC5F0693F55C,Description for product 2725,Contains Allergen5,true,true,2024-10-05 14:54:07.900,2024-10-05 14:54:07.900
2726,Lays Potato Chips,Lays,7,1.39,419,2025-03-18,4.794,0.550,74-734A91462132,Description for product 2726,Contains Allergen6,true,true,2024-10-05 14:54:07.903,2024-10-05 14:54:07.903
2727,Pampers Diapers,Pampers,8,47.51,527,2025-03-23,0.796,9.923,1D-474876CAC652,Description for product 2727,Contains Allergen7,true,true,2024-10-05 14:54:07.903,2024-10-05 14:54:07.903
2728,Angus Beef Steak,Angus,4,100.58,13,2024-11-07,2.277,8.160,13-CD5B7DD08947,Description for product 2728,Contains Allergen8,true,true,2024-10-05 14:54:07.903,2024-10-05 14:54:07.903
